Name,Date,CMP Rs.,P/E,Mar Cap Rs.Cr.,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %,CMP / BV,EPS 12M Rs.,ROE %,Debt / Eq,Ind PE,PEG
Tata Steel,"10/05/2024, ""to"", 13/05/2024",1.5999999999999943,1.0100000000000051,1871.3499999999767,-0.009999999999999787,0.0,0.0,0.0,0.0,0.0,0.019999999999999574,0.0,0.0,0.0,-1.1099999999999994,0.37999999999999545
Tech Mahindra,"10/05/2024, ""to"", 13/05/2024",-2.3500000000001364,-0.14000000000000057,-297.6999999999971,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,-0.07000000000000028,0.0,0.0,0.0,-0.16999999999999815,0.019999999999999574
Titan Company,"10/05/2024, ""to"", 13/05/2024",-36.19999999999982,-0.9699999999999989,-3323.5199999999604,0.0,0.0,0.0,0.0,0.0,0.0,-0.3500000000000014,0.0,0.0,0.0,0.6099999999999994,-0.04999999999999982
UltraTech Cem.,"10/05/2024, ""to"", 13/05/2024",59.79999999999927,0.28000000000000114,1632.0199999999604,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000462,0.0,0.0,0.0,0.10999999999999943,0.010000000000000009
Wipro,"10/05/2024, ""to"", 13/05/2024",0.0999999999999659,0.04999999999999716,130.7600000000093,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999787,0.0,0.0,0.0,-0.16999999999999815,0.009999999999999787
Adani Enterp.,"13/05/2024, ""to"", 14/05/2024",157.45000000000027,4.8700000000000045,18069.829999999958,-0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.4599999999999991,0.0,0.0,0.0,-0.39000000000000057,0.10999999999999988
Adani Ports,"13/05/2024, ""to"", 14/05/2024",24.59999999999991,0.6199999999999974,5246.950000000012,-0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.09999999999999964,0.0,0.0,0.0,1.019999999999996,0.040000000000000036
Apollo Hospitals,"13/05/2024, ""to"", 14/05/2024",30.199999999999818,0.37000000000000455,290.33000000000175,0.0,0.0,0.0,0.0,0.0,0.0,0.05999999999999872,0.0,0.0,0.0,-2.5600000000000023,0.0
Asian Paints,"13/05/2024, ""to"", 14/05/2024",-12.449999999999818,-0.17999999999999972,-1006.390000000014,0.0,0.0,0.0,0.0,0.0,0.0,-0.07000000000000028,0.0,0.0,0.0,0.519999999999996,-0.009999999999999787
Axis Bank,"13/05/2024, ""to"", 14/05/2024",-8.849999999999909,-0.129999999999999,-3666.4800000000396,0.0,0.0,0.0,0.0,0.0,0.0,-0.020000000000000018,0.0,0.0,0.0,0.27999999999999936,0.0
B P C L,"13/05/2024, ""to"", 14/05/2024",-1.1999999999999318,-0.009999999999999787,-249.29999999998836,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13999999999999968,0.0
Bajaj Auto,"13/05/2024, ""to"", 14/05/2024",75.80000000000109,0.28000000000000114,2110.279999999999,-0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.07000000000000028,0.0,0.0,0.0,-2.859999999999985,0.029999999999999805
Bajaj Finance,"13/05/2024, ""to"", 14/05/2024",-35.399999999999636,-0.13000000000000256,-1913.4799999999814,0.0,0.0,0.0,0.0,0.0,0.0,-0.03000000000000025,0.0,0.0,0.0,-0.05000000000000071,0.0
Bajaj Finserv,"13/05/2024, ""to"", 14/05/2024",2.2999999999999545,0.05000000000000071,407.0899999999965,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999787,0.0,0.0,0.0,-0.05000000000000071,0.0
Bharti Airtel,"13/05/2024, ""to"", 14/05/2024",-0.5499999999999545,-0.030000000000001137,-382.4200000000419,0.0,0.0,0.0,0.0,0.0,0.0,-0.009999999999999787,0.0,0.0,0.0,-0.21000000000000085,0.0
Britannia Inds.,"13/05/2024, ""to"", 14/05/2024",-16.75,-0.22999999999999687,-483.29999999998836,0.0,0.0,0.0,0.0,0.0,0.0,-0.08999999999999986,0.0,0.0,0.0,0.7199999999999989,-0.019999999999999574
Cipla,"13/05/2024, ""to"", 14/05/2024",-57.700000000000045,-1.0999999999999979,-4678.799999999988,0.030000000000000027,0.0,0.0,0.0,0.0,0.0,-0.1800000000000006,0.0,0.0,0.0,0.21000000000000085,-0.050000000000000044
Coal India,"13/05/2024, ""to"", 14/05/2024",4.600000000000023,0.08000000000000007,2834.8499999999767,-0.05999999999999961,0.0,0.0,0.0,0.0,0.0,0.029999999999999805,0.0,0.0,0.0,0.10000000000000142,0.0
Divi's Lab.,"13/05/2024, ""to"", 14/05/2024",-15.049999999999727,-0.37000000000000455,-519.7700000000041,0.0,0.0,0.0,0.0,0.0,0.0,-0.02999999999999936,0.0,0.0,0.0,-0.740000000000002,-0.020000000000000462
Dr Reddy's Labs,"13/05/2024, ""to"", 14/05/2024",-52.94999999999982,-0.1999999999999993,-1118.5399999999936,0.0,0.0,0.0,0.0,0.0,0.0,-0.03000000000000025,0.0,0.0,0.0,0.21000000000000085,-0.010000000000000009
Eicher Motors,"13/05/2024, ""to"", 14/05/2024",68.69999999999982,0.48999999999999844,1938.1100000000006,-0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.09999999999999964,0.0,0.0,0.0,0.14000000000000057,0.029999999999999805
