Name,Date,CMP Rs.,P/E,Mar Cap Rs.Cr.,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %,CMP / BV,EPS 12M Rs.,ROE %,Debt / Eq,Ind PE,PEG
Maruti Suzuki,"08/05/2024, ""to"", 09/05/2024",-38.899999999999636,-0.08000000000000185,-1125.75,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000000000000071,0.0,0.0,0.0,0.010000000000005116,0.0
NTPC,"08/05/2024, ""to"", 09/05/2024",-9.599999999999966,-0.4299999999999997,-9407.559999999998,-0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.019999999999999574,0.0,0.0,0.0,0.0,-0.039999999999999813
Nestle India,"08/05/2024, ""to"", 09/05/2024",-25.0,-0.75,-2420.1999999999825,0.0,0.0,0.0,0.0,0.0,0.0,-0.6700000000000017,0.0,0.0,0.0,0.010000000000005116,-0.04999999999999982
O N G C,"08/05/2024, ""to"", 09/05/2024",-11.550000000000011,-0.33000000000000007,-14657.540000000037,0.13000000000000078,0.0,0.0,0.0,0.0,0.0,-0.010000000000000009,0.0,0.0,0.0,0.08000000000000185,-0.030000000000000027
Power Grid Corpn,"08/05/2024, ""to"", 09/05/2024",-5.75,-0.3000000000000007,-5347.859999999986,-0.010000000000000231,0.0,0.0,0.0,0.0,0.0,-0.020000000000000018,0.0,0.0,0.0,0.0,-0.009999999999999898
Reliance Industr,"08/05/2024, ""to"", 09/05/2024",-48.84999999999991,-0.3999999999999986,-32365.949999999953,0.0,0.0,0.0,0.0,0.0,0.0,-0.009999999999999787,0.0,0.0,0.0,0.009999999999999787,-0.03000000000000025
SBI Life Insuran,"08/05/2024, ""to"", 09/05/2024",-9.0,-0.3999999999999915,-684.1699999999837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04999999999999716,-0.05000000000000071
Shriram Finance,"08/05/2024, ""to"", 09/05/2024",-89.25,-0.39000000000000057,-3244.840000000011,0.0,0.0,0.0,0.0,0.0,0.0,-0.029999999999999805,0.0,0.0,0.0,0.19000000000000128,-0.010000000000000009
St Bk of India,"08/05/2024, ""to"", 09/05/2024",9.0,0.08000000000000007,8077.329999999958,-0.019999999999999796,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.0,0.0,0.0,0.0,0.0
Sun Pharma.Inds.,"08/05/2024, ""to"", 09/05/2024",-25.34999999999991,-0.6700000000000017,-6130.459999999963,0.0,0.0,0.0,0.0,0.0,0.0,-0.1299999999999999,0.0,0.0,0.0,-0.3300000000000054,-0.030000000000000027
TCS,"08/05/2024, ""to"", 09/05/2024",-16.75,-0.08999999999999986,-6313.520000000019,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,-0.09999999999999964,0.0,0.0,0.0,0.00999999999999801,-0.009999999999999787
Tata Consumer,"08/05/2024, ""to"", 09/05/2024",-27.600000000000136,-1.9200000000000017,-2644.2300000000105,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,-0.16999999999999993,0.0,0.0,0.0,-0.030000000000001137,-0.06999999999999984
Tata Motors,"08/05/2024, ""to"", 09/05/2024",18.199999999999932,0.4299999999999997,6694.360000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000053,0.0,0.0,0.0,0.020000000000003126,-0.019999999999999907
Tata Steel,"08/05/2024, ""to"", 09/05/2024",-4.150000000000006,-2.6400000000000006,-5243.859999999986,-0.029999999999999805,0.0,0.0,0.0,0.0,0.0,0.029999999999999805,0.0,0.0,0.0,-0.14999999999999858,-0.9799999999999969
Tech Mahindra,"08/05/2024, ""to"", 09/05/2024",-17.90000000000009,-0.7899999999999991,-1772.770000000004,0.04999999999999982,0.0,0.0,0.0,0.0,0.0,0.03000000000000025,0.0,0.0,0.0,0.00999999999999801,0.07000000000000028
Titan Company,"08/05/2024, ""to"", 09/05/2024",-14.150000000000091,-0.1700000000000017,-783.5900000000256,0.0,0.0,0.0,0.0,0.0,0.0,-0.08999999999999986,0.0,0.0,0.0,0.0799999999999983,-0.009999999999999787
UltraTech Cem.,"08/05/2024, ""to"", 09/05/2024",-71.85000000000036,-0.3499999999999943,-1911.179999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000675,0.0,0.0,0.0,0.029999999999997584,-0.010000000000000009
Wipro,"08/05/2024, ""to"", 09/05/2024",-7.0,-0.28999999999999915,-3894.029999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.009999999999999787,0.0,0.0,0.0,0.00999999999999801,-0.0699999999999994
Adani Enterp.,"09/05/2024, ""to"", 10/05/2024",30.59999999999991,0.9200000000000017,3488.390000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.05999999999999872,0.0,0.0,0.0,-1.1599999999999966,0.020000000000000018
Adani Ports,"09/05/2024, ""to"", 10/05/2024",22.200000000000045,0.5,4795.579999999958,0.0,0.0,0.0,0.0,0.0,0.0,0.08000000000000007,0.0,0.0,0.0,-0.8399999999999999,0.040000000000000036
Apollo Hospitals,"09/05/2024, ""to"", 10/05/2024",36.05000000000018,0.7000000000000028,518.3400000000111,0.0,0.0,0.0,0.0,0.0,0.0,0.08999999999999986,0.0,0.0,0.0,-0.3399999999999963,0.010000000000000009
Asian Paints,"09/05/2024, ""to"", 10/05/2024",61.15000000000009,1.1799999999999997,5952.25,-0.019999999999999907,0.0,0.0,0.0,0.0,0.0,0.41999999999999993,0.0,0.0,0.0,-0.46999999999999886,0.06000000000000005
Axis Bank,"09/05/2024, ""to"", 10/05/2024",4.449999999999818,0.05000000000000071,1373.890000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.06000000000000005,0.0,0.0,0.0,-0.2599999999999998,0.0
B P C L,"09/05/2024, ""to"", 10/05/2024",25.850000000000023,0.6699999999999999,5607.509999999995,-0.16999999999999993,1608.1499999999996,-113.0,1055.5899999999965,1.76,25.230000000000004,-0.1100000000000001,-9.590000000000003,35.56,-0.07000000000000006,-0.29000000000000004,0.41000000000000003
Bajaj Auto,"09/05/2024, ""to"", 10/05/2024",134.9499999999989,0.269999999999996,3767.4899999999907,-0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.14000000000000057,0.0,0.0,0.0,-3.539999999999992,0.020000000000000018
Bajaj Finance,"09/05/2024, ""to"", 10/05/2024",79.0,0.29999999999999716,4889.989999999991,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.02999999999999936,0.0,0.0,0.0,-0.41000000000000014,0.010000000000000009
Bajaj Finserv,"09/05/2024, ""to"", 10/05/2024",8.100000000000136,0.14000000000000057,1292.3399999999965,0.0,0.0,0.0,0.0,0.0,0.0,0.0600000000000005,0.0,0.0,0.0,-0.41000000000000014,0.010000000000000009
Bharti Airtel,"09/05/2024, ""to"", 10/05/2024",25.700000000000045,1.2199999999999989,14883.640000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.17999999999999972,0.0,0.0,0.0,-1.25,0.030000000000000027
Britannia Inds.,"09/05/2024, ""to"", 10/05/2024",-3.300000000000182,-0.05000000000000426,-79.47999999999593,0.06000000000000005,0.0,0.0,0.0,0.0,0.0,-0.029999999999997584,0.0,0.0,0.0,-1.7900000000000063,0.0
Cipla,"09/05/2024, ""to"", 10/05/2024",-19.25,-0.39000000000000057,-1554.2300000000105,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.019999999999996,-0.030000000000000027
Coal India,"09/05/2024, ""to"", 10/05/2024",5.899999999999977,0.1299999999999999,3635.9800000000396,-0.13999999999999968,0.0,0.0,0.0,0.0,0.0,-0.06000000000000005,0.0,0.0,0.0,0.34999999999999787,0.010000000000000009
Divi's Lab.,"09/05/2024, ""to"", 10/05/2024",3.550000000000182,0.18999999999999773,94.22000000000116,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.009999999999999787,0.0,0.0,0.0,-1.240000000000002,0.010000000000000675
Dr Reddy's Labs,"09/05/2024, ""to"", 10/05/2024",43.649999999999636,0.1999999999999993,728.1200000000099,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.10999999999999988,0.0,0.0,0.0,-1.019999999999996,0.010000000000000009
Eicher Motors,"09/05/2024, ""to"", 10/05/2024",89.80000000000018,0.5399999999999991,2458.6500000000087,0.0,0.0,0.0,0.0,0.0,0.0,0.1299999999999999,0.0,0.0,0.0,1.8900000000000006,0.07000000000000028
Grasim Inds,"09/05/2024, ""to"", 10/05/2024",23.450000000000273,0.120000000000001,1518.6699999999837,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,-0.3000000000000007,0.0
HCL Technologies,"09/05/2024, ""to"", 10/05/2024",-3.849999999999909,-0.14000000000000057,-1044.7799999999697,0.08000000000000007,0.0,0.0,0.0,0.0,0.0,-0.0699999999999994,0.0,0.0,0.0,-0.17999999999999972,-0.010000000000000231
HDFC Bank,"09/05/2024, ""to"", 10/05/2024",-9.599999999999909,-0.1700000000000017,-7293.1699999999255,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,-0.050000000000000266,0.0,0.0,0.0,-0.2599999999999998,0.0
HDFC Life Insur.,"09/05/2024, ""to"", 10/05/2024",9.700000000000045,1.1700000000000017,2086.479999999996,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.07000000000000028,0.0,0.0,0.0,-1.3999999999999986,0.1999999999999993
Hero Motocorp,"09/05/2024, ""to"", 10/05/2024",112.5,0.5600000000000023,2249.3300000000017,-0.050000000000000266,0.0,0.0,0.0,0.0,0.0,0.14999999999999947,0.0,0.0,0.0,1.8900000000000006,0.1999999999999993
Hind. Unilever,"09/05/2024, ""to"", 10/05/2024",36.90000000000009,0.8999999999999986,8670.079999999958,0.0,0.0,0.0,0.0,0.0,0.0,0.14000000000000057,0.0,0.0,0.0,-0.8599999999999994,0.08000000000000007
Hindalco Inds.,"09/05/2024, ""to"", 10/05/2024",6.2000000000000455,0.16000000000000014,1393.289999999979,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,-0.030000000000000027,0.0,0.0,0.0,-0.14999999999999858,0.009999999999999898
ICICI Bank,"09/05/2024, ""to"", 10/05/2024",1.349999999999909,-0.060000000000002274,948.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.020000000000000018,0.0,0.0,0.0,-0.2599999999999998,0.0
ITC,"09/05/2024, ""to"", 10/05/2024",8.25,0.5199999999999996,10299.869999999995,0.07999999999999963,0.0,0.0,0.0,0.0,0.0,0.2699999999999996,0.0,0.0,0.0,0.0,0.03999999999999959
IndusInd Bank,"09/05/2024, ""to"", 10/05/2024",8.700000000000045,0.09999999999999964,677.1600000000035,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,-0.04999999999999982,0.0,0.0,0.0,-0.2599999999999998,0.010000000000000009
Infosys,"09/05/2024, ""to"", 10/05/2024",-14.649999999999864,-0.3100000000000023,-6081.019999999902,0.06000000000000005,0.0,0.0,0.0,0.0,0.0,-0.040000000000000036,0.0,0.0,0.0,-0.17999999999999972,-0.029999999999999805
JSW Steel,"09/05/2024, ""to"", 10/05/2024",19.050000000000068,0.3999999999999986,4658.619999999995,0.019999999999999962,0.0,0.0,0.0,0.0,0.0,-0.010000000000000231,0.0,0.0,0.0,-0.5100000000000016,-0.039999999999999813
Kotak Mah. Bank,"09/05/2024, ""to"", 10/05/2024",-15.149999999999864,-0.129999999999999,-3011.719999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.050000000000000266,0.0,0.0,0.0,-0.2599999999999998,-0.010000000000000009
LTIMindtree,"09/05/2024, ""to"", 10/05/2024",-58.0,-0.3500000000000014,-1717.6600000000035,0.030000000000000027,0.0,0.0,0.0,0.0,0.0,-0.04999999999999982,0.0,0.0,0.0,-0.17999999999999972,-0.010000000000000009
Larsen & Toubro,"09/05/2024, ""to"", 10/05/2024",-4.0,0.10999999999999943,-549.9099999999744,0.12,0.0,0.0,0.0,0.0,0.0,0.019999999999999574,0.0,0.0,0.0,-1.1700000000000017,0.020000000000000462
M & M,"09/05/2024, ""to"", 10/05/2024",-19.5,-0.129999999999999,-2425.0,-0.020000000000000018,0.0,0.0,0.0,0.0,0.0,-0.04999999999999982,0.0,0.0,0.0,0.1699999999999875,-0.010000000000000231
Maruti Suzuki,"09/05/2024, ""to"", 10/05/2024",170.85000000000036,0.4200000000000017,5371.510000000009,-0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.08000000000000007,0.0,0.0,0.0,0.1699999999999875,0.020000000000000018
NTPC,"09/05/2024, ""to"", 10/05/2024",9.449999999999989,0.3999999999999986,9163.350000000035,0.03000000000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029999999999997584,0.039999999999999813
Nestle India,"09/05/2024, ""to"", 10/05/2024",11.100000000000364,0.3299999999999983,1070.2999999999884,0.0,0.0,0.0,0.0,0.0,0.0,0.29999999999999716,0.0,0.0,0.0,-1.7900000000000063,0.020000000000000462
O N G C,"09/05/2024, ""to"", 10/05/2024",5.0,0.17000000000000082,6290.170000000042,-0.0600000000000005,0.0,0.0,0.0,0.0,0.0,-0.020000000000000018,0.0,0.0,0.0,-0.5,0.020000000000000018
Power Grid Corpn,"09/05/2024, ""to"", 10/05/2024",7.600000000000023,0.4499999999999993,7068.510000000009,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,-0.020000000000000018,0.0,0.0,0.0,0.029999999999997584,0.019999999999999907
Reliance Industr,"09/05/2024, ""to"", 10/05/2024",26.59999999999991,0.16999999999999815,17996.85999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.0,-0.29000000000000004,0.010000000000000231
SBI Life Insuran,"09/05/2024, ""to"", 10/05/2024",9.549999999999955,0.519999999999996,956.4199999999837,0.0,0.0,0.0,0.0,0.0,0.0,-0.019999999999999574,0.0,0.0,0.0,-1.3999999999999986,0.0600000000000005
Shriram Finance,"09/05/2024, ""to"", 10/05/2024",-16.550000000000182,-0.09999999999999964,-621.9399999999878,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,-0.030000000000000027,0.0,0.0,0.0,-0.41000000000000014,-0.010000000000000009
St Bk of India,"09/05/2024, ""to"", 10/05/2024",-2.449999999999932,-0.4399999999999995,-2186.5,0.009999999999999787,10604.27,14.309999999999999,4601.040000000008,-3.5599999999999987,1.4799999999999995,-0.010000000000000231,3.6899999999999977,3.370000000000001,0.0,-0.22999999999999865,-0.04000000000000001
Sun Pharma.Inds.,"09/05/2024, ""to"", 10/05/2024",11.899999999999864,0.3500000000000014,2855.25,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.019999999999996,0.020000000000000018
TCS,"09/05/2024, ""to"", 10/05/2024",-66.29999999999973,-0.46999999999999886,-23987.86999999988,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000000000107,0.0,0.0,0.0,-0.17999999999999972,-0.06000000000000005
Tata Consumer,"09/05/2024, ""to"", 10/05/2024",5.900000000000091,0.4000000000000057,562.1700000000128,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0699999999999994,0.0,0.0,0.0,-0.07000000000000028,0.009999999999999787
Tata Motors,"09/05/2024, ""to"", 10/05/2024",16.350000000000136,0.21999999999999886,5960.399999999965,-0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.05999999999999961,0.0,0.0,0.0,-1.490000000000002,-0.010000000000000009
Tata Steel,"09/05/2024, ""to"", 10/05/2024",0.3499999999999943,0.12000000000000455,437.02999999999884,0.06999999999999984,0.0,0.0,0.0,0.0,0.0,-0.07999999999999963,0.0,0.0,0.0,-0.5100000000000016,0.03999999999999915
Tech Mahindra,"09/05/2024, ""to"", 10/05/2024",-4.699999999999818,-0.14000000000000057,-459.18000000000757,-0.020000000000000018,0.0,0.0,0.0,0.0,0.0,-0.04999999999999982,0.0,0.0,0.0,-0.17999999999999972,0.009999999999999787
Titan Company,"09/05/2024, ""to"", 10/05/2024",44.15000000000009,1.0799999999999983,3919.5499999999884,0.0,0.0,0.0,0.0,0.0,0.0,0.38000000000000256,0.0,0.0,0.0,-0.639999999999997,0.04999999999999982
UltraTech Cem.,"09/05/2024, ""to"", 10/05/2024",45.600000000000364,0.21999999999999886,1316.4400000000023,0.0,0.0,0.0,0.0,0.0,0.0,-0.010000000000000675,0.0,0.0,0.0,-0.8999999999999986,0.010000000000000009
Wipro,"09/05/2024, ""to"", 10/05/2024",-4.0499999999999545,-0.28999999999999915,-2116.9899999999907,0.0,0.0,0.0,0.0,0.0,0.0,-0.08000000000000007,0.0,0.0,0.0,-0.17999999999999972,-0.07000000000000028
Adani Enterp.,"10/05/2024, ""to"", 13/05/2024",82.34999999999991,2.5400000000000063,9159.22000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.21000000000000085,0.0,0.0,0.0,0.6899999999999977,0.06000000000000005
Adani Ports,"10/05/2024, ""to"", 13/05/2024",39.65000000000009,1.0500000000000043,8642.869999999995,-0.009999999999999953,0.0,0.0,0.0,0.0,0.0,0.21999999999999975,0.0,0.0,0.0,0.5700000000000038,0.06000000000000005
Apollo Hospitals,"10/05/2024, ""to"", 13/05/2024",-9.149999999999636,-0.0800000000000125,-11.570000000006985,0.0,0.0,0.0,0.0,0.0,0.0,-0.02999999999999936,0.0,0.0,0.0,3.789999999999999,0.0
Asian Paints,"10/05/2024, ""to"", 13/05/2024",108.0,1.769999999999996,10205.020000000019,0.22999999999999987,0.0,0.0,0.0,0.0,0.0,0.46000000000000085,0.0,0.0,0.0,-0.6700000000000017,0.08000000000000007
Axis Bank,"10/05/2024, ""to"", 13/05/2024",12.900000000000091,0.17999999999999972,4045.320000000007,0.0,0.0,0.0,0.0,0.0,0.0,-0.020000000000000018,0.0,0.0,0.0,0.009999999999999787,0.010000000000000009
B P C L,"10/05/2024, ""to"", 13/05/2024",-11.100000000000023,-0.040000000000000036,-2397.209999999992,0.08000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0600000000000005,0.0
Bajaj Auto,"10/05/2024, ""to"", 13/05/2024",10.5,0.20000000000000284,255.45999999999185,0.0,0.0,0.0,0.0,0.0,0.0,-0.0600000000000005,0.0,0.0,0.0,1.8400000000000034,0.020000000000000018
Bajaj Finance,"10/05/2024, ""to"", 13/05/2024",31.25,0.20000000000000284,1862.9199999999837,-0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.07000000000000028,0.0,0.0,0.0,-0.14000000000000057,0.010000000000000009
Bajaj Finserv,"10/05/2024, ""to"", 13/05/2024",4.0,0.07000000000000028,550.2600000000093,0.0,0.0,0.0,0.0,0.0,0.0,-0.020000000000000462,0.0,0.0,0.0,-0.14000000000000057,0.0
Bharti Airtel,"10/05/2024, ""to"", 13/05/2024",-15.200000000000045,-0.789999999999992,-9113.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999964,0.0,0.0,0.0,-2.309999999999995,-0.020000000000000018
Britannia Inds.,"10/05/2024, ""to"", 13/05/2024",77.19999999999982,0.8299999999999983,1815.4399999999878,-0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.509999999999998,0.0,0.0,0.0,-0.02999999999999403,0.05999999999999961
Cipla,"10/05/2024, ""to"", 13/05/2024",75.10000000000014,-0.5800000000000018,6072.059999999998,-0.050000000000000044,-136.54000000000008,-0.46000000000000085,-440.5700000000006,-6.2700000000000005,5.059999999999999,-0.08999999999999986,5.119999999999997,4.149999999999999,-0.02,0.0799999999999983,-0.6399999999999999
Coal India,"10/05/2024, ""to"", 13/05/2024",-5.399999999999977,-0.16999999999999993,-3327.890000000014,0.13999999999999968,0.0,0.0,0.0,0.0,0.0,-0.040000000000000036,0.0,0.0,0.0,1.4100000000000001,-0.010000000000000009
Divi's Lab.,"10/05/2024, ""to"", 13/05/2024",112.94999999999982,2.1400000000000006,3040.8399999999965,-0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.22999999999999954,0.0,0.0,0.0,0.9600000000000009,0.13999999999999968
Dr Reddy's Labs,"10/05/2024, ""to"", 13/05/2024",-7.050000000000182,-0.019999999999999574,-47.54000000000815,0.0,0.0,0.0,0.0,0.0,0.0,-0.03999999999999959,0.0,0.0,0.0,0.0799999999999983,0.0
Eicher Motors,"10/05/2024, ""to"", 13/05/2024",-0.4000000000005457,-1.3399999999999999,-5.470000000001164,-0.020000000000000018,74.48000000000002,-16.229999999999997,77.19999999999982,-0.4300000000000015,3.7799999999999976,-0.9399999999999995,5.930000000000007,3.099999999999998,-0.009999999999999998,0.0,-1.5100000000000002
Grasim Inds,"10/05/2024, ""to"", 13/05/2024",6.75,0.14999999999999858,543.929999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.0,0.0,0.0,0.28000000000000114,0.010000000000000009
HCL Technologies,"10/05/2024, ""to"", 13/05/2024",-3.2999999999999545,0.010000000000001563,-909.0300000000279,-0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.019999999999999574,0.0,0.0,0.0,-0.16999999999999815,0.0
HDFC Bank,"10/05/2024, ""to"", 13/05/2024",17.34999999999991,0.20000000000000284,13411.409999999916,-0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.03000000000000025,0.0,0.0,0.0,0.009999999999999787,0.010000000000000009
HDFC Life Insur.,"10/05/2024, ""to"", 13/05/2024",13.200000000000045,1.7999999999999972,2718.0800000000017,-0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.33000000000000007,0.0,0.0,0.0,0.37000000000000455,0.3000000000000007
Hero Motocorp,"10/05/2024, ""to"", 13/05/2024",7.600000000000364,0.11999999999999744,154.9600000000064,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.009999999999999787,0.0,0.0,0.0,0.0,0.040000000000000924
Hind. Unilever,"10/05/2024, ""to"", 13/05/2024",-1.900000000000091,0.04999999999999716,836.0,-0.010000000000000009,0.0,0.0,0.0,0.0,0.0,-0.07000000000000028,0.0,0.0,0.0,-0.10999999999999943,0.010000000000000675
Hindalco Inds.,"10/05/2024, ""to"", 13/05/2024",7.7999999999999545,0.21999999999999886,1741.4900000000198,-0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0,-0.18000000000000327,0.010000000000000009
ICICI Bank,"10/05/2024, ""to"", 13/05/2024",10.950000000000045,0.1700000000000017,7942.199999999953,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999984,0.0,0.0,0.0,0.009999999999999787,0.0
ITC,"10/05/2024, ""to"", 13/05/2024",-1.5,-0.10000000000000142,-1686.0400000000373,-0.05999999999999961,0.0,0.0,0.0,0.0,0.0,-0.08000000000000007,0.0,0.0,0.0,0.0799999999999983,-0.009999999999999787
IndusInd Bank,"10/05/2024, ""to"", 13/05/2024",-5.600000000000136,-0.05999999999999872,-393.22000000000116,0.0,0.0,0.0,0.0,0.0,0.0,-0.040000000000000036,0.0,0.0,0.0,0.009999999999999787,-0.010000000000000009
Infosys,"10/05/2024, ""to"", 13/05/2024",-1.4500000000000455,-0.03999999999999915,-705.4700000000885,-0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.009999999999999787,0.0,0.0,0.0,-0.16999999999999815,0.0
JSW Steel,"10/05/2024, ""to"", 13/05/2024",7.0,0.19000000000000128,1662.5299999999988,-0.009999999999999953,0.0,0.0,0.0,0.0,0.0,0.03000000000000025,0.0,0.0,0.0,-1.1099999999999994,-0.020000000000000018
Kotak Mah. Bank,"10/05/2024, ""to"", 13/05/2024",13.25,0.129999999999999,2123.7399999999907,0.0,0.0,0.0,0.0,0.0,0.0,-0.03000000000000025,0.0,0.0,0.0,0.009999999999999787,0.010000000000000009
LTIMindtree,"10/05/2024, ""to"", 13/05/2024",-4.600000000000364,-0.03999999999999915,-156.97999999998137,0.0,0.0,0.0,0.0,0.0,0.0,-0.0600000000000005,0.0,0.0,0.0,-0.16999999999999815,0.0
Larsen & Toubro,"10/05/2024, ""to"", 13/05/2024",22.40000000000009,0.19999999999999574,3093.070000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0600000000000005,0.0,0.0,0.0,0.14999999999999858,0.019999999999999574
M & M,"10/05/2024, ""to"", 13/05/2024",-4.800000000000182,-0.060000000000002274,-553.3699999999953,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.009999999999999787,0.0,0.0,0.0,-2.309999999999995,-0.009999999999999787
Maruti Suzuki,"10/05/2024, ""to"", 13/05/2024",-1.6499999999996362,-0.030000000000001137,-76.97999999998137,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000675,0.0,0.0,0.0,-2.309999999999995,0.0
NTPC,"10/05/2024, ""to"", 13/05/2024",-4.600000000000023,-0.21999999999999886,-4651.820000000007,0.009999999999999787,0.0,0.0,0.0,0.0,0.0,-0.04999999999999982,0.0,0.0,0.0,-0.6499999999999986,-0.020000000000000018
Nestle India,"10/05/2024, ""to"", 13/05/2024",-8.300000000000182,-0.23999999999999488,-757.1900000000023,0.0,0.0,0.0,0.0,0.0,0.0,-0.2599999999999909,0.0,0.0,0.0,-0.02999999999999403,-0.020000000000000462
O N G C,"10/05/2024, ""to"", 13/05/2024",-3.3999999999999773,-0.1200000000000001,-4153.049999999988,0.08999999999999986,0.0,0.0,0.0,0.0,0.0,-0.010000000000000009,0.0,0.0,0.0,0.9400000000000013,-0.010000000000000009
Power Grid Corpn,"10/05/2024, ""to"", 13/05/2024",2.8000000000000114,0.120000000000001,2463.4000000000233,-0.08000000000000007,0.0,0.0,0.0,0.0,0.0,0.08999999999999986,0.0,0.0,0.0,-0.6499999999999986,0.0
Reliance Industr,"10/05/2024, ""to"", 13/05/2024",-9.449999999999818,-0.06999999999999673,-6595.839999999851,0.0,0.0,0.0,0.0,0.0,0.0,-0.040000000000000036,0.0,0.0,0.0,-0.0600000000000005,0.0
SBI Life Insuran,"10/05/2024, ""to"", 13/05/2024",-6.850000000000136,-0.3500000000000085,-705.9499999999825,0.0,0.0,0.0,0.0,0.0,0.0,-0.019999999999999574,0.0,0.0,0.0,0.37000000000000455,-0.03999999999999915
Shriram Finance,"10/05/2024, ""to"", 13/05/2024",-36.75,-0.22000000000000064,-1432.7600000000093,0.07000000000000006,0.0,0.0,0.0,0.0,0.0,-0.050000000000000044,0.0,0.0,0.0,-0.14000000000000057,-0.010000000000000009
St Bk of India,"10/05/2024, ""to"", 13/05/2024",-8.550000000000068,-0.16999999999999993,-8512.680000000051,0.31000000000000005,0.0,0.0,0.0,0.0,0.0,-0.040000000000000036,0.0,0.0,0.0,-0.26000000000000156,0.0
Sun Pharma.Inds.,"10/05/2024, ""to"", 13/05/2024",23.450000000000045,0.5799999999999983,5699.52999999997,-0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.17999999999999972,0.0,0.0,0.0,0.0799999999999983,0.020000000000000018
TCS,"10/05/2024, ""to"", 13/05/2024",53.90000000000009,0.3200000000000003,18786.549999999814,0.0,0.0,0.0,0.0,0.0,0.0,0.17999999999999972,0.0,0.0,0.0,-0.16999999999999815,0.040000000000000036
Tata Consumer,"10/05/2024, ""to"", 13/05/2024",6.0,0.45000000000000284,619.5699999999924,-0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1300000000000026,0.020000000000000018
Tata Motors,"10/05/2024, ""to"", 13/05/2024",-86.90000000000009,-8.129999999999999,-31785.45000000001,0.01999999999999999,10383.16,73.82000000000002,9409.169999999998,-11.690000000000001,14.16,-2.67,36.07,43.82,-1.1199999999999999,-0.030000000000001137,1.0699999999999998
